Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,YearsAtCompany
31,No,Travel_Rarely,Research & Development,20,1881,2,Laboratory Technician,3,4197,1,10
34,No,Travel_Rarely,Sales,4,1882,3,Sales Executive,4,9713,2,5
29,No,Travel_Rarely,Research & Development,7,1883,1,Laboratory Technician,1,2062,3,3
37,No,Travel_Rarely,Research & Development,7,1885,2,Research Scientist,1,4284,5,5
35,No,Travel_Rarely,Research & Development,16,1886,2,Manufacturing Director,2,4788,0,3
45,No,Travel_Rarely,Research & Development,25,1888,2,Manufacturing Director,4,5906,0,9
36,No,Travel_Frequently,Human Resources,2,1890,2,Human Resources,4,3886,1,10
40,No,Travel_Rarely,Research & Development,1,1892,4,Manager,1,16823,2,19
26,No,Travel_Rarely,Research & Development,1,1893,1,Research Scientist,3,2933,1,1
27,No,Travel_Rarely,Sales,2,1898,2,Sales Executive,3,6500,0,8
48,No,Travel_Frequently,Research & Development,22,1900,4,Manager,4,17174,3,22
44,No,Travel_Rarely,Research & Development,1,1903,2,Healthcare Representative,1,5033,2,2
34,Yes,Non-Travel,Research & Development,16,1905,1,Research Scientist,1,2307,1,5
56,Yes,Travel_Rarely,Research & Development,24,1907,1,Laboratory Technician,4,2587,1,4
36,No,Travel_Rarely,Sales,17,1908,2,Sales Executive,2,5507,2,4
41,No,Travel_Rarely,Sales,8,1909,2,Sales Executive,2,4393,5,5
42,No,Travel_Rarely,Research & Development,6,1911,3,Research Director,1,13348,9,13
31,No,Travel_Rarely,Sales,10,1912,2,Sales Executive,4,6583,2,5
34,No,Travel_Rarely,Sales,3,1915,2,Sales Executive,4,8103,3,4
31,No,Travel_Rarely,Research & Development,4,1916,1,Laboratory Technician,3,3978,8,2
26,No,Travel_Frequently,Research & Development,6,1918,1,Laboratory Technician,4,2544,0,7
45,No,Travel_Frequently,Research & Development,1,1922,2,Healthcare Representative,3,5399,4,4
33,No,Travel_Rarely,Sales,10,1924,2,Sales Executive,3,5487,1,10
28,No,Travel_Frequently,Sales,1,1927,2,Sales Executive,4,6834,1,7
29,Yes,Travel_Frequently,Sales,24,1928,1,Sales Representative,1,1091,1,1
39,No,Non-Travel,Sales,21,1929,2,Sales Executive,3,5736,6,3
27,No,Travel_Rarely,Research & Development,2,1931,1,Research Scientist,2,2226,1,5
34,No,Travel_Frequently,Research & Development,22,1932,2,Research Scientist,4,5747,1,15
28,Yes,Travel_Rarely,Sales,13,1933,2,Sales Executive,3,9854,3,2
47,No,Non-Travel,Research & Development,14,1934,2,Research Scientist,2,5467,8,8
56,No,Travel_Rarely,Sales,11,1935,2,Sales Executive,1,5380,4,0
39,No,Travel_Rarely,Research & Development,9,1936,2,Manufacturing Director,1,5151,1,10
38,No,Travel_Frequently,Research & Development,8,1937,2,Research Scientist,2,2133,1,20
58,No,Travel_Rarely,Sales,21,1938,4,Manager,4,17875,4,1
32,Yes,Travel_Frequently,Research & Development,5,1939,1,Research Scientist,3,2432,3,4
38,No,Travel_Rarely,Research & Development,9,1940,1,Research Scientist,4,4771,2,5
49,No,Travel_Frequently,Research & Development,2,1941,5,Research Director,4,19161,3,5
42,No,Travel_Rarely,Sales,12,1943,2,Sales Executive,4,5087,3,0
27,Yes,Travel_Frequently,Human Resources,22,1944,1,Human Resources,2,2863,1,1
35,No,Travel_Rarely,Sales,18,1945,2,Sales Executive,1,5561,0,5
28,No,Non-Travel,Research & Development,16,1947,1,Research Scientist,3,2144,1,5
31,No,Non-Travel,Research & Development,3,1948,1,Research Scientist,1,3065,1,4
36,No,Non-Travel,Research & Development,9,1949,1,Laboratory Technician,2,2810,1,5
34,No,Travel_Rarely,Sales,1,1950,3,Sales Executive,4,9888,1,14
34,No,Travel_Rarely,Sales,13,1951,3,Sales Executive,3,8628,1,8
26,No,Travel_Rarely,Research & Development,1,1952,1,Laboratory Technician,1,2867,0,7
29,No,Travel_Rarely,Research & Development,1,1954,2,Healthcare Representative,1,5373,0,5
32,No,Non-Travel,Research & Development,15,1955,2,Healthcare Representative,4,6667,5,5
31,No,Travel_Frequently,Research & Development,1,1956,2,Research Scientist,1,5003,1,10
28,Yes,Travel_Rarely,Research & Development,17,1960,1,Laboratory Technician,4,2367,5,4
38,No,Travel_Rarely,Sales,1,1961,1,Sales Representative,1,2858,4,1
35,No,Travel_Rarely,Sales,7,1962,2,Sales Executive,4,5204,1,10
27,No,Travel_Rarely,Sales,9,1965,2,Sales Executive,4,4105,1,7
32,No,Travel_Rarely,Research & Development,5,1966,2,Manufacturing Director,4,9679,8,1
31,Yes,Travel_Frequently,Sales,26,1967,2,Sales Executive,4,5617,1,10
53,Yes,Travel_Rarely,Sales,24,1968,3,Sales Executive,1,10448,6,2
54,No,Travel_Rarely,Research & Development,9,1969,2,Research Scientist,3,2897,3,4
33,No,Travel_Frequently,Research & Development,7,1970,2,Healthcare Representative,3,5968,1,9
43,No,Travel_Rarely,Research & Development,11,1971,3,Healthcare Representative,3,7510,1,10
38,No,Travel_Frequently,Human Resources,1,1972,1,Human Resources,2,2991,0,6
55,No,Travel_Rarely,Human Resources,26,1973,5,Manager,2,19636,4,10
31,No,Travel_Rarely,Research & Development,2,1974,1,Laboratory Technician,4,1129,1,1
39,No,Travel_Rarely,Sales,15,1975,4,Sales Executive,1,13341,0,20
42,No,Non-Travel,Research & Development,23,1976,2,Research Scientist,3,4332,1,20
31,No,Non-Travel,Research & Development,10,1979,3,Research Director,3,11031,4,11
54,No,Travel_Rarely,Research & Development,10,1980,2,Manufacturing Director,1,4440,6,5
24,No,Travel_Rarely,Research & Development,1,1981,2,Healthcare Representative,3,4617,1,4
23,No,Travel_Rarely,Research & Development,12,1982,1,Laboratory Technician,4,2647,1,5
40,No,Travel_Frequently,Research & Development,11,1985,2,Laboratory Technician,3,6323,1,10
40,No,Travel_Rarely,Sales,2,1986,2,Sales Executive,2,5677,3,11
25,No,Travel_Rarely,Human Resources,2,1987,1,Human Resources,2,2187,4,2
30,No,Travel_Rarely,Research & Development,1,1989,1,Laboratory Technician,2,3748,1,12
25,No,Travel_Rarely,Research & Development,2,1992,1,Laboratory Technician,3,3977,6,2
47,No,Travel_Rarely,Research & Development,25,1993,3,Healthcare Representative,3,8633,2,17
33,No,Non-Travel,Research & Development,1,1994,1,Laboratory Technician,3,2008,1,1
38,No,Travel_Rarely,Sales,1,1995,2,Sales Executive,2,4440,0,15
31,No,Travel_Rarely,Sales,2,1996,1,Sales Representative,3,3067,0,2
38,No,Travel_Frequently,Research & Development,6,1997,2,Manufacturing Director,3,5321,2,8
42,No,Travel_Rarely,Research & Development,18,1998,2,Research Scientist,1,5410,6,4
41,No,Travel_Rarely,Research & Development,1,1999,1,Research Scientist,4,2782,3,5
47,No,Non-Travel,Research & Development,1,2000,3,Research Director,2,11957,0,13
35,No,Travel_Rarely,Research & Development,11,2003,1,Laboratory Technician,3,2660,7,2
22,No,Travel_Rarely,Research & Development,1,2007,1,Research Scientist,3,3375,0,3
35,No,Travel_Rarely,Research & Development,9,2008,2,Research Scientist,3,5098,1,10
33,No,Travel_Rarely,Research & Development,15,2009,2,Healthcare Representative,4,4878,0,9
32,No,Travel_Rarely,Research & Development,29,2010,1,Laboratory Technician,2,2837,1,6
40,No,Travel_Rarely,Research & Development,1,2012,1,Laboratory Technician,4,2406,8,1
32,No,Travel_Rarely,Sales,1,2013,1,Sales Representative,2,2269,0,2
39,No,Travel_Rarely,Research & Development,24,2014,2,Research Scientist,4,4108,7,7
38,No,Travel_Rarely,Research & Development,10,2015,3,Research Director,3,13206,3,18
32,No,Travel_Rarely,Sales,1,2016,3,Sales Executive,4,10422,1,14
37,No,Travel_Rarely,Research & Development,10,2017,3,Research Director,4,13744,1,16
25,No,Travel_Rarely,Sales,8,2018,2,Sales Executive,3,4907,0,5
52,No,Non-Travel,Sales,29,2019,1,Sales Representative,4,3482,2,9
44,No,Travel_Rarely,Research & Development,1,2020,1,Research Scientist,4,2436,6,4
21,No,Travel_Rarely,Sales,5,2021,1,Sales Representative,1,2380,1,2
39,No,Non-Travel,Research & Development,9,2022,5,Manager,4,19431,2,6
23,Yes,Travel_Frequently,Sales,9,2023,1,Sales Representative,1,1790,1,1
36,No,Travel_Rarely,Sales,3,2024,3,Sales Executive,4,7644,0,9
36,No,Travel_Frequently,Research & Development,4,2025,2,Manufacturing Director,2,5131,7,4
56,No,Non-Travel,Research & Development,1,2026,2,Healthcare Representative,3,6306,1,13
29,Yes,Travel_Rarely,Research & Development,1,2027,1,Research Scientist,4,4787,9,2
42,No,Travel_Rarely,Research & Development,2,2031,5,Manager,3,18880,5,22
56,Yes,Travel_Rarely,Research & Development,7,2032,1,Laboratory Technician,3,2339,8,10
41,No,Travel_Rarely,Research & Development,28,2034,4,Manufacturing Director,2,13570,0,20
34,No,Travel_Rarely,Sales,28,2035,2,Sales Executive,3,6712,1,8
36,No,Non-Travel,Sales,15,2036,2,Sales Executive,4,5406,1,15
41,No,Travel_Rarely,Sales,3,2037,2,Sales Executive,2,8938,2,5
32,No,Travel_Rarely,Research & Development,2,2038,1,Research Scientist,1,2439,1,4
35,No,Travel_Rarely,Human Resources,26,2040,3,Human Resources,4,8837,1,9
38,No,Travel_Rarely,Sales,10,2041,2,Sales Executive,4,5343,1,10
50,Yes,Travel_Frequently,Sales,1,2044,2,Sales Executive,3,6728,7,6
36,No,Travel_Rarely,Sales,11,2045,2,Sales Executive,4,6652,4,6
45,No,Travel_Rarely,Sales,20,2046,2,Sales Executive,3,4850,8,5
40,No,Travel_Rarely,Research & Development,2,2048,1,Research Scientist,3,2809,2,2
35,No,Travel_Frequently,Research & Development,18,2049,2,Healthcare Representative,3,5689,1,10
40,No,Travel_Rarely,Research & Development,2,2051,1,Research Scientist,3,2001,2,5
35,No,Travel_Rarely,Research & Development,1,2052,1,Research Scientist,4,2977,1,4
29,No,Travel_Rarely,Research & Development,13,2053,2,Laboratory Technician,2,4025,4,4
29,No,Travel_Rarely,Research & Development,28,2054,1,Research Scientist,1,3785,1,5
50,Yes,Travel_Rarely,Sales,28,2055,3,Sales Executive,1,10854,4,3
39,No,Travel_Rarely,Sales,24,2056,4,Sales Executive,4,12031,0,20
31,No,Non-Travel,Research & Development,5,2057,2,Manufacturing Director,1,9936,0,9
26,No,Travel_Rarely,Sales,5,2060,1,Sales Representative,3,2966,0,4
36,No,Travel_Frequently,Research & Development,23,2061,2,Laboratory Technician,4,2571,4,5
39,No,Travel_Rarely,Research & Development,6,2062,3,Healthcare Representative,1,9991,4,7
27,No,Travel_Rarely,Research & Development,4,2064,2,Manufacturing Director,2,6142,1,6
49,No,Travel_Frequently,Sales,2,2065,2,Sales Executive,2,5390,2,9
34,No,Travel_Rarely,Research & Development,8,2068,2,Laboratory Technician,3,4404,2,4
